,Date,Total_Deaths,Longitude,Latitude,Disaster_Subgroup
8812,1998,17.0,114.38047,30.4675182,Meteorological
8813,1998,11.0,111.7487063,27.6662087,Industrial accident
8814,1998,60.0,90.3548015,22.4934035,Meteorological
8815,1998,158.0,-73.2459859,-39.8141262,Hydrological
8816,1998,230.0,78.0267508,15.8142734,Hydrological
8817,1998,12.0,-3.73893,52.2928116,Meteorological
8818,1998,104.0,-97.9789361,25.3463967,Hydrological
8819,1998,100.0,-102.3106346,21.9098509,Meteorological
8821,1998,11.0,-79.3858867,0.7343619,Industrial accident
8822,1998,24.0,39.6975713,-4.0273374,Miscellaneous accident
8823,1998,47.0,11.0480288,46.3144754,Climatological
8824,1998,7.0,29.052495,41.0766019,Industrial accident
8825,1998,40.0,11.0480288,46.3144754,Transport
8826,1998,55.0,80.0093029,9.665093,Transport
8827,1998,30.0,5.3814003,43.2815912,Transport
8828,1998,25.0,-68.0,18.5,Transport
8829,1998,180.0,11.0480288,46.3144754,Transport
8830,1998,280.0,7.796620451378464,4.99063795,Transport
8831,1998,30.0,11.0480288,46.3144754,Transport
8832,1998,41.0,45.1520755,-12.823048,Transport
8833,1998,42.0,116.0,28.0,Transport
8834,1998,27.0,125.23653125001968,7.68977865,Transport
8835,1998,200.0,-15.529043729156465,11.5700691,Transport
8836,1998,38.0,-2.9409026,35.2918698,Transport
8837,1998,44.0,87.6379394,15.6569172,Transport
8838,1998,20.0,75.8215344,32.6765859,Transport
8839,1998,200.0,29.227720564682976,-2.04190085,Transport
8840,1998,20.0,2.75497815524659,42.12579515,Transport
8841,1998,45.0,11.0480288,46.3144754,Transport
8842,1998,25.0,11.0480288,46.3144754,Transport
8843,1998,65.0,75.5004841,30.9293211,Transport
8844,1998,40.0,32.6733692,0.4600209,Transport
8845,1998,58.0,-124.966667,53.983333,Transport
8846,1998,66.0,87.6855882,22.9964948,Transport
8847,1998,25.0,74.872238,32.1009752,Transport
8848,1998,33.0,48.6563818,34.9726302,Transport
8849,1998,20.0,11.4604681,46.291187,Miscellaneous accident
8850,1998,29.0,11.0480288,46.3144754,Transport
8851,1998,27.0,11.0480288,46.3144754,Transport
8852,1998,30.0,74.8736788,31.6343083,Transport
8853,1998,4.0,13.57584977062367,41.6285468,Transport
8854,1998,6.0,-72.3395928,18.547327,Transport
8855,1998,50.0,108.9898798,14.0779378,Transport
8856,1998,16.0,73.0923253,31.4220558,Transport
8857,1998,24.0,80.859666,27.1303344,Transport
8858,1998,23.0,74.314044,35.9208102,Transport
8859,1998,30.0,8.7772877,7.3505747,Transport
8860,1998,27.0,33.893042,39.6196652,Transport
8861,1998,20.0,-72.865384,18.4326935,Transport
8862,1998,31.0,30.8875009,-28.503833,Transport
8863,1998,40.0,11.0480288,46.3144754,Transport
8864,1998,23.0,75.56752281893789,33.1774307,Transport
8865,1998,29.0,-71.86413071674784,10.10650995,Transport
8866,1998,22.0,114.497222,34.604167,Transport
8867,1998,25.0,78.616158,25.458826,Transport
8868,1998,20.0,113.1982688,23.1357694,Transport
8869,1998,28.0,28.049722,-26.205,Transport
8870,1998,40.0,77.34932051968858,31.81676015,Transport
8871,1998,20.0,40.2363542,37.9162222,Transport
8872,1998,27.0,73.1993125,34.3286855,Transport
8873,1998,27.0,77.34932051968858,31.81676015,Transport
8874,1998,25.0,35.3245126,32.7401998,Transport
8875,1998,23.0,34.200135009996295,-0.06040135,Transport
8876,1998,21.0,102.4999999,30.5000001,Transport
8877,1998,43.0,94.55,28.4,Transport
8878,1998,19.0,27.241448,-25.665655,Transport
8879,1998,23.0,-83.93893860318403,22.31244695,Transport
8880,1998,30.0,71.6260552,34.2193996,Transport
8881,1998,34.0,110.63371366935613,-6.71150765,Transport
8882,1998,21.0,83.6864014,27.526722,Transport
8883,1998,21.0,68.7863573,38.5762709,Transport
8884,1998,53.0,-47.3838766,-22.3569192,Transport
8885,1998,40.0,141.9024348,46.5336249,Transport
8886,1998,37.0,36.7496276,35.1343368,Transport
8887,1998,34.0,118.2208721,26.193218,Transport
8888,1998,24.0,-75.94516695018251,5.6277103,Transport
8889,1998,18.0,107.0,27.0,Transport
8890,1998,20.0,79.1377401,20.8844027,Transport
8891,1998,45.0,77.5340719,23.8143419,Transport
8892,1998,55.0,84.6897321,20.5431241,Transport
8893,1998,40.0,94.5921326,28.0937702,Transport
8894,1998,27.0,11.0480288,46.3144754,Transport
8895,1998,18.0,117.0,32.0,Transport
8896,1998,21.0,38.5,6.75,Transport
8897,1998,22.0,43.5966578,43.4769604,Miscellaneous accident
8898,1998,28.0,72.9701779,19.1943294,Miscellaneous accident
8899,1998,36.0,29.3959199,-23.4735288,Hydrological
8900,1998,27.0,112.0,37.0,Industrial accident
8901,1998,118.0,39.8925058,21.4153556,Miscellaneous accident
8902,1998,4.0,78.16199717358495,42.06144805,Industrial accident
8903,1998,7.0,82.6274791,49.9484438,Biological
8904,1998,12.0,111.7487063,27.6662087,Industrial accident
8906,1998,10.0,19.8451756,45.2551338,Transport
8907,1998,39.0,11.0480288,46.3144754,Transport
8908,1998,1.0,19.3460637,51.4721678,Biological
8909,1998,17.0,11.0480288,46.3144754,Biological
8914,1998,20.0,113.5721327,22.273734,Miscellaneous accident
8915,1998,40.0,116.412144,40.190632,Miscellaneous accident
8916,1999,1.0,11.0480288,46.3144754,Biological
8917,1998,2.0,35.4873214,38.7219011,Geophysical
8919,1998,109.0,34.841782,-19.828707,Biological
8920,1998,1600.0,19.1890334,48.0008899,Biological
8921,1998,2.0,11.0480288,46.3144754,Meteorological
8922,1998,1.0,-91.1381596,30.1718639,Meteorological
8926,1998,8.0,-84.1933213,31.5433637,Climatological
8931,1998,12.0,11.0480288,46.3144754,Climatological
8933,1999,1.0,144.2905159,-36.774006,Climatological
8934,1999,12.0,110.3810313,-7.7495362,Hydrological
8935,1999,15.0,-99.0982597,19.6174481,Meteorological
8936,1999,33.0,2.3546587,48.8525804,Hydrological
8938,1999,51.0,77.0804323,9.4366335,Miscellaneous accident
8939,1999,16.0,106.5853044,21.0588543,Industrial accident
8941,1999,18.0,15.2137799,46.8146272,Transport
8942,1999,9.0,107.3663078,31.1163078,Miscellaneous accident
8943,1999,14.0,117.1216821,31.3270436,Industrial accident
8945,1999,22.0,-70.3061552,-18.4685661,Transport
8946,1999,39.0,44.8014495,41.6934591,Transport
8948,1999,11.0,-5.0161926,34.0346534,Transport
8949,1999,22.0,120.5933719,16.4119905,Transport
8950,1999,19.0,106.5853044,21.0588543,Industrial accident
8951,1999,11.0,106.3725441,20.8930571,Transport
8952,1999,50.0,31.034277660379463,1.75609245,Transport
8954,1999,12.0,-1.3582442169365363,26.4888155,Hydrological
8955,1999,28.0,-83.56138138247925,11.6038399,Transport
8956,1999,13.0,68.6223211,25.9217599,Transport
8957,1999,14.0,113.7457788,23.0205969,Industrial accident
8959,1999,28.0,13.2439512,-8.8272699,Transport
8960,1999,5.0,11.0480288,46.3144754,Hydrological
8961,1999,5.0,153.01813604491488,-27.4711996,Meteorological
8962,1999,1.0,11.0480288,46.3144754,Hydrological
8963,1999,40.0,11.0480288,46.3144754,Meteorological
8964,1999,61.0,120.95777283977117,28.1205206,Transport
8965,1999,20.0,27.241448,-25.665655,Transport
8966,1999,26.0,91.8344348,22.333778,Transport
8967,1999,30.0,107.8748712,30.05518,Transport
8968,1999,23.0,77.2090057,28.6138954,Transport
8969,1999,16.0,4.5480484,8.4963657,Transport
8970,1999,10.0,3.8972497,7.3777462,Transport
8971,1999,11.0,149.699546,-5.8891465,Transport
8972,1999,67.0,50.2039316,53.2194648,Miscellaneous accident
8973,1999,11.0,36.3770699,15.452011,Transport
8974,1999,12.0,69.2787079,41.3123363,Miscellaneous accident
8975,1999,28.0,-5.0298408,7.6906058,Transport
8976,1999,7.0,-46.6333824,-23.5506507,Hydrological
8979,1999,9.0,23.267951,-19.3893529,Hydrological
8981,1999,14.0,67.7804974,26.7274836,Hydrological
8982,1999,1.0,-3.4146801,50.6190962,Meteorological
8983,1999,1.0,-99.5873816,41.7370229,Climatological
8984,1999,35.0,77.2090057,28.6138954,Miscellaneous accident
8985,1999,13.0,-72.3395928,18.547327,Transport
8988,1999,1.0,151.2082848,-33.8698439,Meteorological
8989,1999,7.0,88.3719407,21.904005,Meteorological
8991,1999,19.0,112.2961092,31.7317534,Industrial accident
8993,1999,40.0,6.9003478,45.8663891,Transport
8996,1999,100.0,11.0480288,46.3144754,Meteorological
8998,1999,19.0,120.8023444,14.8691201,Hydrological
8999,1999,22.0,114.1204817,22.5470077,Meteorological
9000,1999,11.0,11.0480288,46.3144754,Meteorological
9004,1999,12.0,5.4046876,36.1893494,Transport
9005,1999,2.0,-81.9771193,42.5518069,Transport
9007,1999,10.0,-73.9261007,8.7049768,Transport
9008,1999,26.0,15.3424196,-4.3196982,Transport
9009,1999,26.0,49.0058885,31.5563051,Transport
9010,1999,32.0,11.0480288,46.3144754,Climatological
9011,1999,27.0,3.3941795,6.4550575,Miscellaneous accident
9012,1999,46.0,-92.5000001,16.5000001,Transport
9013,1999,23.0,-98.0,18.833333,Transport
9014,1999,60.0,-78.6343051,40.5064478,Hydrological
9015,1999,19.0,38.259261004689264,34.5526608,Transport
9016,1999,21.0,40.0869939,60.7915865,Miscellaneous accident
9017,1999,21.0,155.9424213,54.2976842,Transport
9018,1999,22.0,15.2710379,-4.2539894,Transport
9019,1999,19.0,37.4232686,-7.0842931,Transport
9020,1999,13.0,37.8997467,-9.3985098,Transport
9021,1999,32.0,11.0480288,46.3144754,Meteorological
9022,1999,41.0,109.3013107,35.5895959,Industrial accident
9023,1999,13.0,112.6884842,22.3153067,Meteorological
9025,1999,3.0,11.0480288,46.3144754,Hydrological
9026,1999,3.0,11.0480288,46.3144754,Hydrological
9027,1999,7.0,11.545935364694149,48.13067505,Hydrological
9028,1999,54.0,27.5618225,53.9024716,Miscellaneous accident
9029,1999,34.0,77.1716954,28.6273928,Industrial accident
9030,1999,3.0,89.6212955,25.8075574,Meteorological
9031,1999,25.0,-88.9140683,13.8000382,Hydrological
9032,1999,23.0,102.4999999,30.5000001,Hydrological
9033,1999,23.0,-76.9222209,-11.9962866,Transport
9034,1999,16.0,31.2581312,29.6195757,Transport
9035,1999,3.0,2.3200410217200766,48.8588897,Meteorological
9036,1999,21.0,51.9836519,30.2623521,Transport
9037,1999,94.0,76.62409808913978,12.31586165,Transport
9038,1999,14.0,36.36487730618629,-0.8870395,Transport
9039,1999,1.0,5.7480196,5.5186186,Miscellaneous accident
9040,1999,12.0,-7.6200284,33.5945144,Transport
9041,1999,29.0,13.345215681938416,6.27946975,Transport
9042,1999,10.0,37.03333,8.16667,Transport
9043,1999,13.0,36.4775247,36.5478194,Transport
9044,1999,170.0,11.0480288,46.3144754,Hydrological
9045,1999,15.0,3.3941795,6.4550575,Transport
9046,1999,13.0,6.5475752,9.6187093,Transport
9047,1999,19.0,11.0480288,46.3144754,Hydrological
9048,1999,15.0,-8.389993616572141,54.1755525,Hydrological
9049,1999,15.0,108.1335279,11.6614957,Transport
9050,1999,17.0,78.0098161,27.1752554,Transport
9051,1999,21.0,5.941277,44.6919579,Miscellaneous accident
9052,1999,21.0,7.8585139,46.6855231,Miscellaneous accident
9053,1999,10.0,-82.4941921,42.7190045,Transport
9054,1999,25.0,-5.9517697,6.1329749,Transport
9055,1999,40.0,11.0480288,46.3144754,Transport
9056,1999,13.0,-108.4687841,25.5851559,Transport
9057,1999,11.0,114.0481343,22.538959,Transport
9058,1999,1.0,-111.886797,40.7596198,Meteorological
9059,1999,17.0,63.002662154702726,12.4368972,Transport
9060,1999,22.0,50.0418944,36.3105009,Hydrological
9061,1999,22.0,110.08510027069008,38.6344501,Transport
9062,1999,3.0,11.0480288,46.3144754,Transport
9063,1999,37.0,45.801944,14.014722,Miscellaneous accident
9064,1999,8.0,120.9799964,14.5906346,Miscellaneous accident
9066,1999,11.0,108.8928476,11.6965639,Transport
9067,1999,165.0,-15.8842184,12.5843798,Meteorological
9068,1999,13.0,11.0480288,46.3144754,Meteorological
9070,1999,3.0,-95.041571,29.1398425,Meteorological
9071,1999,15.0,57.301047,29.571858,Transport
9072,1999,55.0,113.9999999,34.0000001,Industrial accident
9074,1999,14.0,-47.886667,-20.720278,Transport
9075,1999,17.0,51.6650002,32.6707877,Transport
9076,1999,10.0,49.2140613,33.449526,Transport
9077,1999,13.0,3.662110298439,50.21085165,Hydrological
9079,1999,2.0,114.1849161,22.350627,Meteorological
9080,1999,35.0,98.9858802,18.7882778,Industrial accident
9081,1999,12.0,-105.748901,53.201097,Transport
9083,1999,71.0,-58.38153,-34.6037181,Transport
9084,1999,27.0,30.458881,-25.099437,Transport
9085,1999,15.0,-3.283188627811005,10.38692085,Transport
9086,1999,10.0,-92.4479108,35.2048883,Transport
9087,1999,16.0,114.0545429,22.5445741,Industrial accident
9088,1999,1.0,11.0480288,46.3144754,Meteorological
9090,1999,17.0,11.0480288,46.3144754,Transport
9091,1999,13.0,135.490357,34.6198813,Miscellaneous accident
9093,1999,16.0,-70.7244166,7.2356662,Transport
9094,1999,75.0,110.36722565020224,-7.977838399999999,Miscellaneous accident
9095,1999,200.0,113.009431,25.7733919,Meteorological
9096,1999,15.0,139.762221,35.6821936,Hydrological
9097,1999,1.0,11.0480288,46.3144754,Hydrological
9098,1999,11.0,38.7085215,7.8642005,Miscellaneous accident
9099,1999,40.0,0.8736106,12.2527495,Transport
9100,1999,12.0,50.1202146,26.2966528,Transport
9101,1999,19.0,26.6386401,-32.2171831,Transport
9102,1999,59.0,-100.8140458,20.521788,Industrial accident
9103,1999,31.0,-0.1277653,51.5074456,Transport
9105,1999,50.0,107.14268481408372,-6.8246244,Transport
9106,1999,11.0,34.769659,-0.0948554,Transport
9107,1999,24.0,-0.9476224,38.5253626,Transport
9108,1999,7.0,11.0480288,46.3144754,Hydrological
9109,1999,20.0,-13.1916883,10.1154374,Transport
9110,1999,23.0,-10.0146515,6.5958566,Transport
9111,1999,12.0,2.2407537,6.6806095,Transport
9112,1999,46.0,-89.1914249,13.6989939,Transport
9113,1999,10.0,43.6137472,18.5223073,Miscellaneous accident
9114,1999,2.0,29.7155751,11.0085934,Hydrological
9115,1999,34.0,91.933379,25.7008211,Transport
9116,1999,14.0,35.07633283954788,31.53030915,Industrial accident
9117,1999,12.0,30.912374098545783,28.2125404,Transport
9118,1999,13.0,-98.0,18.833333,Transport
9119,1999,15.0,113.2592945,23.1301964,Industrial accident
9120,1999,21.0,78.2453263,30.2921452,Transport
9121,1999,14.0,1.5326743142833616,43.46975885,Miscellaneous accident
9122,1999,54.0,126.7052,37.456,Miscellaneous accident
9123,1999,217.0,11.0480288,46.3144754,Transport
9124,1999,6.0,-82.390411,28.027568,Meteorological
9125,1999,30.0,6.7430327,7.802355,Transport
9126,1999,42.0,77.0342633,28.99197,Miscellaneous accident
9127,1999,54.0,75.1629584,33.6649297,Transport
9128,1999,13.0,-57.5059304,-25.3526818,Transport
9130,1999,62.0,15.452899609627728,41.50281055,Miscellaneous accident
9131,1999,12.0,175.2058849,-41.149316,Transport
9132,1999,21.0,11.0480288,46.3144754,Miscellaneous accident
9133,1999,10.0,31.200979,30.3540508,Transport
9134,1999,19.0,-57.294294,-25.3997444,Transport
9135,1999,30.0,-77.8595159,-9.4948049,Transport
9136,1999,11.0,112.4477046,34.6196539,Industrial accident
9137,1999,11.0,-96.3455991,30.6183939,Miscellaneous accident
9138,1999,2.0,-75.774082,41.06064,Transport
9139,1999,12.0,115.8563692,28.6456256,Industrial accident
9140,1999,41.0,13.2439512,-8.8272699,Biological
9141,1999,9.0,83.9751775,18.4803736,Biological
9142,1999,14.0,11.0480288,46.3144754,Biological
9143,1999,15.0,25.2057292,0.5184021,Biological
9144,1999,16.0,-70.0036285,18.4696252,Biological
9145,1999,9.0,-0.2012376,5.5571096,Biological
9146,1999,9.0,-1.2585408880461886,10.7103344,Biological
9147,1999,6.0,-1.6233086,6.6985605,Biological
9148,1999,12.0,-13.6998434,9.5170602,Biological
9149,1999,39.0,-8.7461448,6.8088813,Biological
9150,1999,39.0,10.4545732,48.11829,Biological
9151,1999,350.0,13.3080034,12.1875392,Biological
9152,1999,30.0,25.7057826,13.960235,Biological
9153,1999,25.0,7.4143061,6.5536094,Biological
9154,1999,1.0,11.0480288,46.3144754,Biological
9155,1999,10.0,120.333333,15.916667,Biological
9156,1999,33.0,44.80052530408642,48.8134221,Biological
9157,1999,1.0,-13.26795,8.479004,Biological
9158,1999,3.0,69.7739482,37.9081024,Biological
9159,1999,56.0,30.9487902,-7.7511321,Biological
9160,1999,28.0,111.0139268,23.5715402,Transport
9161,1999,13.0,32.2100098,38.2402145,Transport
9162,1999,14.0,76.8366408,27.0488304,Miscellaneous accident
9163,1999,1.0,11.0480288,46.3144754,Meteorological
9166,1999,4.0,11.0480288,46.3144754,Meteorological
9168,1999,2.0,15.3424196,-4.3196982,Hydrological
9169,1999,15.0,31.045686,-17.831773,Miscellaneous accident
9172,1999,282.0,121.4425255,37.461928,Transport
9173,1999,20.0,3.7948733,6.6563234,Transport
9174,1999,11.0,5.0414701,47.3215806,Miscellaneous accident
9175,1999,13.0,-105.938456,35.6876096,Transport
9176,1999,43.0,32.86852022216102,-1.26593785,Transport
9179,1999,11.0,31.9558333,-25.4327778,Transport
9180,1999,50.0,8.1328576,7.1912599,Transport
9181,1999,12.0,37.6063916,55.625578,Miscellaneous accident
9182,1999,16.0,28.616673,60.366665,Miscellaneous accident
9183,1999,11.0,11.0480288,46.3144754,Transport
9184,1999,10.0,69.9999999,-9.9999999,Transport
9186,1999,2.0,11.0480288,46.3144754,Meteorological
9187,1999,1.0,11.0480288,46.3144754,Meteorological
9188,1999,3.0,-64.0337916,44.9619372,Meteorological
9189,1999,10.0,102.4999999,30.5000001,Miscellaneous accident
9190,1999,40.0,104.0954336,30.6668771,Miscellaneous accident
9191,1999,40.0,-75.9245983,-13.0197654,Hydrological
9192,1999,69.0,84.6897321,20.5431241,Biological
9193,1999,23.0,-90.5131361,14.6424667,Transport
9194,1999,25.0,36.3770699,15.452011,Transport
9195,1999,20.0,125.3180998,43.8844201,Miscellaneous accident
9196,1999,2.0,11.0480288,46.3144754,Meteorological
9197,1999,12.0,11.0480288,46.3144754,Meteorological
9198,1999,15.0,11.0480288,46.3144754,Meteorological
9199,1999,88.0,-87.6886187,41.8755235,Meteorological
9200,1999,8.0,11.0480288,46.3144754,Meteorological
9201,1999,8.0,11.0480288,46.3144754,Meteorological
9202,1999,30.0,30.1296751,-1.8859597,Transport
9203,1999,11.0,-6.570169,34.26457,Transport
9204,1999,22.0,108.03237574781625,12.68156675,Transport
9205,1999,13.0,11.0480288,46.3144754,Transport
9206,1999,3.0,11.0480288,46.3144754,Meteorological
9207,1999,7.0,11.0480288,46.3144754,Meteorological
9208,1999,3.0,11.0480288,46.3144754,Meteorological
9209,1999,2.0,11.0480288,46.3144754,Meteorological
9210,1999,6.0,11.0480288,46.3144754,Meteorological
9211,1999,3.0,11.0480288,46.3144754,Meteorological
9212,1999,3.0,11.0480288,46.3144754,Meteorological
9213,1999,47.0,-5.0161926,34.0346534,Miscellaneous accident
9214,1999,16.0,113.351667,33.5175,Miscellaneous accident
9215,1999,10.0,-72.1592444,41.0162112,Transport
9216,1999,15.0,18.492222,-31.679444,Transport
9217,1999,25.0,11.0480288,46.3144754,Transport
9218,1999,4.0,26.6386401,-32.2171831,Climatological
9219,1999,12.0,47.8946694,29.2893416,Transport
9220,1999,13.0,120.9799964,14.5906346,Transport
9223,1999,6.0,11.0480288,46.3144754,Meteorological
9224,1999,8.0,11.0480288,46.3144754,Meteorological
9225,1999,22.0,-77.8585766,1.5842268,Hydrological
9226,1999,154.0,11.0480288,46.3144754,Meteorological
9229,1999,4.0,-86.2820081,35.7730076,Meteorological
9230,1999,16.0,126.6276177,45.7593633,Miscellaneous accident
9231,1999,5.0,114.0545429,22.5445741,Meteorological
9232,1999,162.0,37.6063916,55.625578,Meteorological
9233,1999,14.0,49.0364437,10.8114015,Biological
9234,1999,91.0,77.78248351440027,26.387751700000003,Biological
9235,1999,20.0,30.19900005372609,-17.6992737,Biological
9237,1999,10.0,107.1164167,20.8770129,Meteorological
9238,1999,10.0,-4.153565199951867,34.2861361,Transport
9241,1999,2.0,29.46437663479421,-8.8145917,Biological
9242,1999,200.0,80.1863809,15.9240905,Biological
9243,1999,45.0,11.0480288,46.3144754,Biological
9244,1999,24.0,-63.833333,-21.583333,Transport
9245,1999,33.0,-78.5256548,-7.8414958,Transport
9246,1999,20.0,76.87543924673191,31.77181295,Transport
9247,1999,40.0,11.0480288,46.3144754,Transport
9248,1999,20.0,-41.9294776,-12.285251,Transport
9249,1999,12.0,-8.3345983,51.8612519,Transport
9251,1999,113.0,90.7152981,23.9197152,Miscellaneous accident
9252,1999,50.0,77.1716954,28.6273928,Industrial accident
9253,1999,15.0,-88.6118496,15.6866305,Miscellaneous accident
9254,1999,7.0,121.4691024,31.2323437,Miscellaneous accident
9255,1999,22.0,-0.3763353,39.4697065,Transport
9256,1999,30.0,-80.4494174,26.6279798,Transport
9257,1999,150.0,9.1041797,41.9446098,Transport
9258,1999,34.0,-5.6435398,35.9493847,Transport
9259,1999,60.0,-73.91137900449965,48.72183705,Transport
9260,1999,72.0,85.906508,25.6440845,Transport
9263,1999,106.0,85.906508,25.6440845,Miscellaneous accident
9264,1999,21.0,78.18904193827609,24.229144750000003,Miscellaneous accident
9265,1999,36.0,107.0,27.0,Industrial accident
9266,1999,31.0,-6.4873882,43.3009797,Industrial accident
9267,1999,29.0,118.5055691,36.398987,Industrial accident
9268,1999,34.0,1.1846996,46.8887119,Transport
9269,1999,49.0,111.7487063,27.6662087,Transport
9270,1999,30.0,88.23779874587402,24.0510297,Transport
9271,1999,55.0,71.4738368,30.2161349,Transport
9272,1999,27.0,74.3141829,31.5656822,Transport
9273,1999,21.0,90.389015,23.7644025,Transport
9274,1999,111.0,90.7152981,23.9197152,Transport
9275,1999,20.0,14.6358601,-13.0172603,Transport
9276,1999,26.0,-101.0,20.9876996,Transport
9277,1999,28.0,91.312159,23.2364601,Transport
9278,1999,68.0,80.1863809,15.9240905,Transport
9279,1999,21.0,77.34932051968858,31.81676015,Transport
9280,1999,39.0,77.5340719,23.8143419,Transport
9281,1999,26.0,120.2948855839948,-1.9758004,Transport
9282,1999,50.0,-92.5000001,16.5000001,Transport
9283,1999,29.0,140.8428081,38.2243174,Transport
9284,1999,25.0,73.7684549,26.8105777,Transport
9285,1999,32.0,11.0480288,46.3144754,Meteorological
9286,1999,14.0,-73.2444145,-3.749365,Hydrological
9287,1999,35.0,80.859666,27.1303344,Transport
9289,1999,22.0,11.0480288,46.3144754,Transport
9290,1999,10.0,-80.4419,24.302052,Transport
9291,1999,11.0,8.745030418605868,44.83495335,Miscellaneous accident
9292,1999,1237.0,11.0480288,46.3144754,Biological
9293,1999,33.0,-61.5,-17.333333,Biological
9295,1999,47.0,120.68729593528758,15.39427285,Meteorological
9296,1999,1.0,120.68729593528758,15.39427285,Meteorological
9297,1999,1.0,-50.6185285,-29.4632036,Meteorological
9298,1999,82.0,11.0480288,46.3144754,Hydrological
9299,1999,30.0,117.0,32.0,Hydrological
9300,1999,58.0,120.9799964,14.5906346,Hydrological
9301,1999,199.0,113.0094337,25.7733598,Hydrological
9303,1999,43.0,113.8679547,38.4065192,Hydrological
9304,1999,50.0,125.5362863,7.0442276,Meteorological
9314,2000,14.0,14.8935447,-9.9999443,Transport
9315,2000,22.0,118.2208721,26.193218,Transport
9316,2000,12.0,112.626292,27.681864,Miscellaneous accident
9317,2000,21.0,31.2581312,29.6195757,Transport
9318,2000,3.0,49.6389743,37.1515627,Meteorological
9319,2000,13.0,110.63371366935613,-6.71150765,Transport
9320,2000,40.0,3.3941795,6.4550575,Transport
9321,2000,15.0,34.032917703204646,-12.8321965,Transport
9322,2000,29.0,-73.7877181,-12.62451,Transport
9323,2000,30.0,25.622946050000003,-33.98699425,Transport
9324,2000,169.0,-4.016107,5.320357,Transport
9325,2000,21.0,113.2883085,22.8073913,Transport
9326,2000,10.0,85.1601107,25.6209287,Transport
9327,2000,10.0,8.4858049,47.4812949,Transport
9328,2000,22.0,117.1810431,34.2665258,Industrial accident
9330,2000,11.0,25.6546729,-26.1347819,Transport
9331,2000,9.0,7.7477743,48.8225874,Transport
9333,2000,14.0,-5.0161926,34.0346534,Transport
9335,2000,16.0,39.0217984,-10.6990264,Biological
9336,2000,3.0,-0.4757123826228637,51.65917545,Biological
9337,2000,57.0,105.060676,19.1976001,Transport
9338,2000,13.0,16.43155687627833,38.82996034999999,Transport
9339,2000,10.0,51.3896004,35.6892523,Transport
9340,2000,11.0,99.2676727,14.44019,Transport
9341,2000,21.0,120.3116293,36.0636186,Transport
9342,2000,26.0,110.2790044,-7.4886031,Transport
9343,2000,16.0,126.1997366,43.7289674,Industrial accident
9344,2000,10.0,106.8270488,-6.175247,Biological
9345,2000,12.0,3.4389293,6.9788582,Biological
9346,2000,11.0,116.6371407,38.6994744,Miscellaneous accident
9350,2000,33.0,33.1824083,-9.4779005,Miscellaneous accident
9351,2000,38.0,-71.8728225,19.5178468,Transport
9353,2000,1.0,101.1679092,12.7136499,Industrial accident
9354,2000,17.0,113.0724992,22.8916904,Industrial accident
9355,2000,13.0,12.7953133,47.2980906,Hydrological
9356,2000,2.0,112.9547283,2.5023855,Biological
9357,2000,13.0,60.42703721312893,37.41866695,Meteorological
9358,2000,40.0,80.47875148702387,8.036572750000001,Transport
9359,2000,25.0,105.3788947,29.1539219,Transport
9360,2000,10.0,-5.251227,36.932848,Transport
9362,2000,13.0,116.3534091,37.4363704,Miscellaneous accident
9363,2000,10.0,-83.4665894,34.2538226,Transport
9364,2000,16.0,35.2469676,-0.0279271,Biological
9365,2000,12.0,113.0094337,25.7733598,Industrial accident
9366,2000,8.0,11.0480288,46.3144754,Biological
9367,2000,46.0,38.1682147,-2.6893166,Transport
9368,2000,16.0,77.132231,23.2178377,Transport
9369,2000,24.0,77.132231,23.2178377,Transport
9370,2000,57.0,11.0480288,46.3144754,Biological
9371,2000,390.0,11.2535877,4.7226218,Biological
9372,2000,143.0,121.0002644,6.0536561,Transport
9373,2000,109.0,15.3424196,-4.3196982,Miscellaneous accident
9374,2000,20.0,87.17500550608798,22.4671958,Transport
9375,2000,25.0,108.70265,29.436319,Transport
9376,2000,10.0,5.5868016,7.1962012,Miscellaneous accident
9378,2000,26.0,75.7953523,32.9208314,Transport
9379,2000,16.0,-0.9476224,38.5253626,Miscellaneous accident
9380,2000,25.0,6.870595664097989,52.22336325,Miscellaneous accident
9381,2000,38.0,118.4738118,36.6843271,Industrial accident
9382,2000,19.0,105.4385063,28.8744722,Transport
9383,2000,20.0,11.5931287,3.9781803,Transport
9384,2000,38.0,39.2280377,41.0527305,Transport
9386,2000,13.0,-16.5736951,14.067243,Transport
9387,2000,41.0,128.07970533221268,-3.64229725,Transport
9388,2000,1.0,-97.585452,34.187459,Hydrological
9389,2000,60.0,5.0567477,7.0209686,Biological
9391,2000,17.0,7.651853311586596,11.0248119,Transport
9392,2000,10.0,13.2439512,-8.8272699,Transport
9393,2000,13.0,112.5255933,27.7517719,Miscellaneous accident
9394,2000,14.0,38.7524127,9.0358287,Miscellaneous accident
9395,2000,93.0,11.0480288,46.3144754,Biological
9396,2000,83.0,11.0480288,46.3144754,Biological
9397,2000,16.0,61.57135,35.134036,Biological
9398,2000,4.0,-0.3073296,39.6200552,Biological
9401,2000,4.0,-13.5634467,9.65123,Meteorological
9402,2000,27.0,75.16109232255917,33.444297899999995,Transport
9403,2000,20.0,31.6227847,0.2237054,Transport
9404,2000,20.0,91.7907366,22.3182433,Transport
9407,2000,4.0,105.3009862,27.7097482,Hydrological
