,Date,Total_Deaths,Longitude,Latitude,Disaster_Subgroup
667,1989,22.0,2.448,36.788,Geophysical
668,1989,12.0,151.619,-32.967,Geophysical
669,1989,1.0,99.526,23.553,Geophysical
670,1989,9.0,34.29,-13.45,Geophysical
671,1989,5.0,-155.083,19.362,Geophysical
673,1989,4.0,106.804,29.882,Geophysical
676,1990,1.0,124.625,9.725,Geophysical
677,1990,33.0,112.3,-7.9,Geophysical
678,1990,5.0,122.857,1.186,Geophysical
679,1990,1.0,26.668,45.841,Geophysical
680,1990,9.0,26.668,45.841,Geophysical
681,1990,4.0,26.668,45.841,Geophysical
682,1990,4.0,121.899,11.76,Geophysical
683,1990,200.0,-77.229,-6.016,Geophysical
685,1990,1.0,85.12,47.892,Geophysical
687,1990,40000.0,49.414,36.961,Geophysical
688,1990,2412.0,121.227,15.658,Geophysical
689,1990,1.0,103.863,37.001,Geophysical
690,1990,126.0,100.245,35.986,Geophysical
691,1990,2.0,15.48,40.38,Geophysical
692,1990,21.0,55.462,28.251,Geophysical
693,1990,11.0,70.486,35.121,Geophysical
694,1990,1.0,22.5,40.9,Geophysical
695,1990,1.0,84.302,9.869,Geophysical
699,1990,11.0,66.331,28.925,Geophysical
711,1990,4.0,-78.449,-0.259,Geophysical
712,1990,19.0,15.438,37.3,Geophysical
713,1990,1.0,97.457,3.908,Geophysical
717,1990,10.0,27.349,-26.39,Geophysical
719,1991,130.0,70.423,38.993,Geophysical
720,1991,300.0,70.423,38.993,Geophysical
721,1991,3.0,70.423,35.883,Geophysical
724,1991,53.0,-77.094,-5.982,Geophysical
726,1991,1.0,173.9,39.8,Geophysical
727,1991,47.0,-83.073,9.685,Geophysical
728,1991,30.0,-83.073,9.685,Geophysical
729,1991,270.0,42.44,42.15,Geophysical
730,1991,8.0,44.0,42.8,Geophysical
732,1991,640.0,120.35,15.13,Geophysical
733,1991,28.0,125.681,-8.099,Geophysical
734,1991,11.0,-71.274,-15.679,Geophysical
735,1991,2.0,-118.09,34.1,Geophysical
737,1991,43.0,130.3,32.75,Geophysical
738,1991,14.0,-90.986,14.646,Geophysical
739,1991,20.0,44.01,36.12,Geophysical
743,1991,1500.0,78.774,30.78,Geophysical
744,1991,2.0,-77.442,3.554,Geophysical
747,1991,24.0,68.273,37.457,Geophysical
748,1991,1.0,68.273,37.457,Geophysical
749,1991,10.0,44.068,13.887,Geophysical
756,1992,653.0,39.605,39.71,Geophysical
757,1992,1.0,-86.7,12.5,Geophysical
759,1992,4.0,66.7,29.3,Geophysical
760,1992,9.0,26.651,-6.087,Geophysical
762,1992,179.0,-87.34,11.742,Geophysical
763,1992,54.0,73.575,42.142,Geophysical
764,1992,4.0,74.01,42.01,Geophysical
766,1992,1.0,5.798,51.153,Geophysical
772,1992,552.0,31.223,29.888,Geophysical
773,1992,11.0,7.0,7.123,Geophysical
774,1992,2500.0,121.93,-8.482,Geophysical
775,1992,5.0,50.778,31.726,Geophysical
776,1992,14.0,71.317,33.377,Geophysical
777,1992,36.0,71.317,33.377,Geophysical
778,1992,1.0,-118.15,34.0,Geophysical
779,1992,9.0,72.429,41.019,Geophysical
783,1992,1.0,45.073,42.503,Geophysical
785,1993,79.0,123.7,13.3,Geophysical
786,1993,24.0,50.814,30.149,Geophysical
787,1993,239.0,139.197,42.851,Geophysical
789,1993,3.0,31.69,15.385,Geophysical
790,1993,9748.0,74.2,16.4,Geophysical
791,1993,53.0,146.202,-5.889,Geophysical
793,1993,2.0,143.691,43.3,Geophysical
794,1993,10.0,-77.4,1.2,Geophysical
796,1993,2.0,106.0,-6.3,Geophysical
797,1993,5.0,-178.252,-14.385,Geophysical
798,1993,1.0,21.391,37.589,Geophysical
799,1993,6.0,-76.53,-11.652,Geophysical
800,1993,1.0,130.3,32.75,Geophysical
801,1993,3.0,-84.04,9.59,Geophysical
802,1993,2.0,-122.01,42.314,Geophysical
803,1993,2.0,-71.21,6.47,Geophysical
808,1994,60.0,30.12,0.34,Geophysical
809,1994,7.0,127.733,1.015,Geophysical
810,1994,207.0,104.302,-4.967,Geophysical
811,1994,7.0,112.9,-8.1,Geophysical
812,1994,9.0,60.596,30.853,Geophysical
813,1994,3.0,52.617,29.096,Geophysical
814,1994,7.0,30.037,0.593,Geophysical
815,1994,160.0,67.0,37.0,Geophysical
816,1994,5.0,-67.553,-13.841,Geophysical
817,1994,271.0,-76.2,30.0,Geophysical
818,1994,239.0,13.2,-10.2,Geophysical
819,1994,2.0,52.5,29.21,Geophysical
822,1994,171.0,-0.12,35.52,Geophysical
823,1994,5.0,152.203,-4.271,Geophysical
824,1994,1.0,118.7,22.52,Geophysical
825,1994,2.0,143.4,40.5,Geophysical
826,1994,11.0,147.51,45.1,Geophysical
827,1994,5.0,147.51,45.1,Geophysical
828,1994,1.0,128.5,-1.14,Geophysical
829,1994,58.0,110.4,-7.5,Geophysical
830,1994,81.0,121.087,13.352,Geophysical
838,1995,7.0,-73.1,4.9,Geophysical
839,1995,5297.0,135.0,34.58,Geophysical
840,1995,40.0,-76.6,4.1,Geophysical
841,1995,2.0,32.3,35.1,Geophysical
842,1995,1.0,-79.54,-2.13,Geophysical
843,1995,8.0,-77.17,1.12,Geophysical
845,1995,15.0,21.6,40.1,Geophysical
846,1995,26.0,21.6,40.1,Geophysical
848,1995,1989.0,142.9,52.5,Geophysical
849,1995,11.0,99.196,21.966,Geophysical
852,1995,3.0,-70.36,-23.34,Geophysical
853,1995,6.0,-98.6,16.8,Geophysical
854,1995,2.0,-77.8,-2.7,Geophysical
855,1995,94.0,30.1,38.0,Geophysical
857,1995,84.0,101.3,-2.1,Geophysical
858,1995,58.0,104.1,16.2,Geophysical
859,1995,46.0,102.2,25.9,Geophysical
861,1995,10.0,34.8,28.8,Geophysical
862,1995,26.0,22.2,38.4,Geophysical
865,1995,14.0,103.105,36.443,Geophysical
866,1996,9.0,119.931,0.729,Geophysical
868,1996,309.0,102.41,25.04,Geophysical
869,1996,7.0,-79.587,-9.593,Geophysical
870,1996,166.0,137.15,1.1,Geophysical
871,1996,27.0,78.3,-0.68,Geophysical
872,1996,18.0,109.661,40.774,Geophysical
873,1996,26.0,76.44,39.28,Geophysical
879,1996,14.0,-75.7,-14.9,Geophysical
881,1996,4.0,145.037,-4.08,Geophysical
883,1997,12.0,76.998,39.474,Geophysical
884,1997,1.0,110.26,-7.32,Geophysical
885,1997,100.0,57.291,37.661,Geophysical
887,1997,50.0,68.208,29.976,Geophysical
888,1997,1100.0,48.05,38.075,Geophysical
890,1997,32.0,-62.14,16.45,Geophysical
891,1997,1.0,-101.16,17.31,Geophysical
892,1997,5.0,59.809,33.825,Geophysical
893,1997,1568.0,59.809,33.825,Geophysical
894,1997,43.0,80.041,23.083,Geophysical
896,1997,80.0,-63.486,10.598,Geophysical
897,1997,14.0,13.0,43.0,Geophysical
898,1997,20.0,119.4,-4.0,Geophysical
899,1997,8.0,-71.22,-30.933,Geophysical
900,1997,23.0,92.702,22.212,Geophysical
901,1997,9.0,76.5,39.3,Geophysical
902,1997,20.0,-98.38,19.02,Geophysical
904,1997,2.0,76.839,39.422,Geophysical
905,1997,9.0,76.941,39.527,Geophysical
907,1997,15.0,26.619,-26.857,Geophysical
908,1997,0.0,166.676,-12.584,Geophysical
909,1998,2323.0,70.089,37.075,Geophysical
910,1998,5.0,57.605,30.154,Geophysical
911,1998,49.0,114.5,41.083,Geophysical
913,1998,12.0,59.976,32.457,Geophysical
917,1998,4700.0,70.11,37.106,Geophysical
918,1998,95.0,-65.431,-17.731,Geophysical
920,1998,145.0,35.307,3.878,Geophysical
921,1998,10.0,-28.626,38.65,Geophysical
923,1998,1.0,48.507,38.717,Geophysical
925,1998,2182.0,141.926,-2.961,Geophysical
926,1998,3.0,-80.393,-0.593,Geophysical
927,1998,3.0,101.029,27.308,Geophysical
928,1998,5.0,53.608,27.791,Geophysical
930,1998,33.0,124.891,-2.071,Geophysical
933,1998,1.0,71.086,36.479,Geophysical
936,1998,3.0,77.343,39.66,Geophysical
937,1998,1.0,112.413,-8.194,Geophysical
942,1999,1186.0,-75.724,4.461,Geophysical
944,1999,70.0,69.364,34.259,Geophysical
946,1999,1.0,57.193,28.343,Geophysical
947,1999,100.0,79.403,30.512,Geophysical
949,1999,20.0,51.88,29.501,Geophysical
950,1999,1.0,47.448,40.802,Geophysical
951,1999,15.0,-97.436,18.386,Geophysical
952,1999,6.0,91.895,21.544,Geophysical
953,1999,17127.0,29.864,40.748,Geophysical
954,1999,143.0,23.605,38.119,Geophysical
955,1999,6.0,30.045,40.709,Geophysical
956,1999,2264.0,120.982,23.772,Geophysical
957,1999,31.0,96.7,16.1,Geophysical
959,1999,1.0,-72.662,-16.66,Geophysical
961,1999,1.0,29.949,40.711,Geophysical
962,1999,1.0,120.506,23.445,Geophysical
964,1999,3.0,31.161,40.758,Geophysical
965,1999,845.0,31.161,40.758,Geophysical
967,1999,12.0,168.214,-16.423,Geophysical
970,1999,22.0,-1.281,35.321,Geophysical
971,1999,5.0,105.555,-6.845,Geophysical
975,1999,1.0,46.82,43.21,Geophysical
977,1999,2.0,88.33,15.782,Geophysical
978,1999,6.0,119.74,15.766,Geophysical
981,2000,7.0,101.063,25.607,Geophysical
982,2000,1.0,103.797,24.263,Geophysical
984,2000,1.0,58.218,35.288,Geophysical
987,2000,2.0,-77.829,7.042,Geophysical
991,2000,45.0,123.573,-1.105,Geophysical
992,2000,1.0,38.777,38.164,Geophysical
993,2000,2.0,32.992,40.693,Geophysical
994,2000,103.0,102.102,-4.646,Geophysical
998,2000,7.0,-85.988,11.884,Geophysical
999,2000,1.0,139.131,34.221,Geophysical
1002,2000,1.0,102.194,25.826,Geophysical
1004,2000,1.0,30.709,-7.977,Geophysical
1007,2000,2.0,152.169,-3.98,Geophysical
1009,2000,1.0,101.905,-4.612,Geophysical
1010,2000,31.0,49.946,40.245,Geophysical
1012,2000,11.0,54.799,39.566,Geophysical
1014,2001,844.0,-88.66,13.049,Geophysical
1015,2001,6.0,-88.66,13.049,Geophysical
1016,2001,20005.0,70.232,23.419,Geophysical
1017,2001,12.0,70.232,23.419,Geophysical
1018,2001,315.0,-88.938,13.671,Geophysical
1019,2001,3.0,101.129,29.513,Geophysical
1021,2001,1.0,-122.7266667,47.149,Geophysical
1022,2001,2.0,132.526,34.083,Geophysical
1023,2001,2.0,99.061,24.768,Geophysical
1024,2001,2.0,101.003,27.689,Geophysical
1025,2001,4.0,69.389,35.169,Geophysical
1027,2001,145.0,-73.641,-16.265,Geophysical
1036,2001,1.0,100.648,26.316,Geophysical
1042,2001,2.0,-72.516,-15.35,Geophysical
1043,2001,4.0,-72.683,-14.258,Geophysical
1045,2002,3.0,69.902,38.673,Geophysical
1046,2002,200.0,29.25,-1.52,Geophysical
1047,2002,45.0,29.077,-1.684,Geophysical
1048,2002,42.0,31.271,38.573,Geophysical
1049,2002,1.0,142.427,-3.212,Geophysical
1052,2002,1.0,51.755,28.093,Geophysical
1053,2002,150.0,70.438,36.429,Geophysical
1054,2002,3.0,70.438,36.429,Geophysical
1056,2002,15.0,124.249,6.033,Geophysical
1057,2002,4.0,122.179,24.279,Geophysical
1058,2002,1000.0,69.315,36.062,Geophysical
1059,2002,50.0,69.417,35.959,Geophysical
1060,2002,1.0,21.466,42.436,Geophysical
1061,2002,2.0,47.4,34.642,Geophysical
1062,2002,6.0,44.96,41.765,Geophysical
1064,2002,227.0,49.047,35.626,Geophysical
1067,2002,4.0,142.945,-3.302,Geophysical
1068,2002,2.0,93.068,13.036,Geophysical
1069,2002,8.0,134.297,-1.757,Geophysical
1070,2002,2.0,33.733,-2.907,Geophysical
1073,2002,30.0,14.872,41.789,Geophysical
1074,2002,17.0,74.654,35.517,Geophysical
1075,2002,19.0,74.515,35.414,Geophysical
1081,2002,3.0,96.085,2.824,Geophysical
1082,2002,2.0,97.443,39.736,Geophysical
1084,2002,2.0,13.701,38.381,Geophysical
1085,2003,29.0,-104.104,18.77,Geophysical
1086,2003,1.0,39.878,39.5,Geophysical
1089,2003,268.0,77.23,39.61,Geophysical
1092,2003,177.0,40.464,39.007,Geophysical
1093,2003,1.0,77.219,39.43,Geophysical
1094,2003,1.0,70.62,35.893,Geophysical
1095,2003,2266.0,3.634,36.964,Geophysical
1097,2003,1.0,128.855,2.354,Geophysical
1098,2003,9.0,3.578,36.939,Geophysical
1099,2003,3.0,72.764,42.946,Geophysical
1102,2003,16.0,101.29,25.975,Geophysical
1105,2003,4.0,119.643,43.77,Geophysical
1108,2003,1.0,54.169,28.355,Geophysical
1109,2003,2.0,92.306,22.854,Geophysical
1110,2003,2.0,143.593,41.774,Geophysical
1111,2003,3.0,-70.673,19.777,Geophysical
1112,2003,3.0,87.813,50.038,Geophysical
1113,2003,3.0,101.254,25.954,Geophysical
1114,2003,9.0,100.975,38.383,Geophysical
1115,2003,1.0,103.834,34.712,Geophysical
1116,2003,4.0,103.971,27.372,Geophysical
1117,2003,11.0,80.515,42.905,Geophysical
1119,2003,2.0,-121.1005,35.7005,Geophysical
1120,2003,2.0,-82.824,8.416,Geophysical
1121,2003,2.0,-82.824,8.416,Geophysical
1122,2003,26796.0,58.311,28.995,Geophysical
1126,2004,1.0,115.788,-8.31,Geophysical
1128,2004,37.0,135.538,-3.615,Geophysical
1129,2004,24.0,73.216,34.774,Geophysical
1130,2004,628.0,-3.997,35.142,Geophysical
1131,2004,5.0,100.655,-0.466,Geophysical
1133,2004,9.0,40.812,39.93,Geophysical
1136,2004,35.0,51.61,36.29,Geophysical
1138,2004,18.0,43.979,39.766,Geophysical
1139,2004,4.0,103.873,27.266,Geophysical
1140,2004,1.0,-76.595,2.265,Geophysical
1141,2004,2.0,69.524,33.426,Geophysical
1143,2004,40.0,138.779,37.226,Geophysical
1144,2004,33.0,124.868,-8.152,Geophysical
1148,2004,1.0,-61.706,15.679,Geophysical
1149,2004,8.0,-84.172,9.602,Geophysical
1150,2004,32.0,135.404,-3.609,Geophysical
1152,2004,2.0,95.982,3.295,Geophysical
1153,2004,165708.0,95.982,3.295,Geophysical
1154,2004,16389.0,95.982,3.295,Geophysical
1155,2004,1.0,95.982,3.295,Geophysical
1156,2004,35399.0,95.982,3.295,Geophysical
1157,2004,102.0,95.982,3.295,Geophysical
1158,2004,71.0,95.982,3.295,Geophysical
1159,2004,80.0,95.982,3.295,Geophysical
1160,2004,298.0,95.982,3.295,Geophysical
1161,2004,3.0,95.982,3.295,Geophysical
1162,2004,8345.0,95.982,3.295,Geophysical
1163,2004,10.0,95.982,3.295,Geophysical
1165,2004,1.0,13.641,46.296,Geophysical
1166,2004,3.0,29.558,-3.393,Geophysical
1169,2005,1.0,119.933,-1.198,Geophysical
1170,2005,2.0,43.703,37.622,Geophysical
1171,2005,612.0,56.816,30.754,Geophysical
1173,2005,1.0,130.131,33.807,Geophysical
1174,2005,2.0,26.789,-26.913,Geophysical
1175,2005,915.0,97.108,2.085,Geophysical
1177,2005,1.0,-89.759,13.835,Geophysical
1179,2005,11.0,-69.197,-19.987,Geophysical
1181,2005,1.0,146.846,-6.319,Geophysical
1183,2005,5.0,-76.398,-5.678,Geophysical
1184,2005,2.0,-89.63,13.852846,Geophysical
1185,2005,1.0,73.588,34.539,Geophysical
1186,2005,1309.0,73.588,34.539,Geophysical
1187,2005,73338.0,73.588,34.539,Geophysical
1188,2005,16.0,115.688,29.671,Geophysical
1189,2005,13.0,55.858,26.774,Geophysical
1191,2005,6.0,29.83,-6.224,Geophysical
1192,2005,2.0,29.83,-6.224,Geophysical
1193,2005,5.0,71.093,36.357,Geophysical
1215,2006,4.0,33.583,-21.324,Geophysical
1226,2006,4.0,5.328,36.623,Geophysical
1227,2006,63.0,48.78,33.5,Geophysical
1259,2006,3.0,127.214,-3.595,Geophysical
1279,2006,5778.0,110.446,-7.961,Geophysical
1320,2006,802.0,107.419,-9.284,Geophysical
1321,2006,5.0,-78.442,-1.467,Geophysical
1333,2006,22.0,104.138,27.995,Geophysical
1334,2006,1.0,68.828,37.255,Geophysical
1335,2006,3.0,68.828,37.255,Geophysical
1366,2006,1.0,104.151,28.012,Geophysical
1410,2006,8.0,99.859,0.626,Geophysical
1412,2006,2.0,120.547,21.799,Geophysical
1418,2006,1.0,118.753,-8.261,Geophysical
1443,2007,67.0,100.53,-0.488,Geophysical
1445,2007,1.0,136.588,37.336,Geophysical
1449,2007,52.0,157.043,-8.466,Geophysical
1459,2007,10.0,-72.648,-45.243,Geophysical
1488,2007,3.0,101.052,23.028,Geophysical
1503,2007,9.0,138.446,37.535,Geophysical
1509,2007,11.0,70.485,38.936,Geophysical
1524,2007,2.0,141.798,47.116,Geophysical
1532,2007,593.0,-76.603,-13.386,Geophysical
1533,2007,5.0,40.82,12.17,Geophysical
1561,2007,25.0,101.367,-4.438,Geophysical
1620,2007,3.0,118.37,-8.292,Geophysical
1624,2007,1.0,-61.274,14.944,Geophysical
1629,2007,2.0,-69.89,-22.247,Geophysical
1652,2007,1.0,-44.231,-15.048,Geophysical
1662,2008,11.0,28.9,-2.296,Geophysical
1663,2008,36.0,28.9,-2.296,Geophysical
1675,2008,3.0,95.964,2.768,Geophysical
1698,2008,87476.0,103.322,31.002,Geophysical
1701,2008,2.0,21.525,37.963,Geophysical
1704,2008,23.0,140.881,39.03,Geophysical
1714,2008,1.0,141.464,39.802,Geophysical
1718,2008,4.0,105.494,32.756,Geophysical
1723,2008,6.0,97.697,25.039,Geophysical
1725,2008,40.0,101.889,26.241,Geophysical
1733,2008,6.0,55.828,26.743,Geophysical
1734,2008,2.0,103.058,-3.935,Geophysical
1740,2008,74.0,73.824,39.533,Geophysical
1741,2008,30.0,90.35,29.807,Geophysical
1743,2008,13.0,46.254,43.372,Geophysical
1752,2008,166.0,67.351,30.639,Geophysical
1762,2008,6.0,122.091,1.271,Geophysical
1764,2008,16.0,-76.03,2.93,Geophysical
1786,2008,11.0,-73.764,4.33,Geophysical
1787,2008,8.0,105.423,32.56,Geophysical
1788,2009,5.0,132.885,-0.414,Geophysical
1789,2009,31.0,-84.197,10.165,Geophysical
1814,2009,295.0,13.334,42.334,Geophysical
1816,2009,22.0,70.076,34.185,Geophysical
1825,2009,7.0,-86.217,16.731,Geophysical
1834,2009,1.0,101.095,25.632,Geophysical
1842,2009,1.0,138.264,34.743,Geophysical
1846,2009,128.0,107.297,-7.782,Geophysical
1856,2009,11.0,-172.095,-15.489,Geophysical
1857,2009,34.0,-172.095,-15.489,Geophysical
1858,2009,9.0,-172.095,-15.489,Geophysical
1859,2009,148.0,-172.095,-15.489,Geophysical
1860,2009,1195.0,118.631,-8.207,Geophysical
1867,2009,2.0,99.867,-0.72,Geophysical
1882,2009,1.0,33.878,-9.948,Geophysical
1884,2009,3.0,33.818,-10.108,Geophysical
1899,2010,222570.0,-72.571,18.443,Geophysical
1906,2010,1.0,105.668,30.268,Geophysical
1912,2010,562.0,-72.898,-36.122,Geophysical
1914,2010,51.0,39.986,38.864,Geophysical
1924,2010,2.0,-115.2953333,32.2861667,Geophysical
1927,2010,2968.0,96.548,33.165,Geophysical
1937,2010,17.0,136.543,-2.174,Geophysical
1959,2010,1.0,53.861,27.022,Geophysical
1966,2010,1.0,98.392,3.17,Geophysical
1978,2010,530.0,100.082,-3.487,Geophysical
1981,2010,2.0,20.73,43.76,Geophysical
1996,2010,7.0,59.18,28.412,Geophysical
2002,2010,8.0,105.804,25.558,Geophysical
2004,2010,11.0,67.658,35.633,Geophysical
2005,2010,3.0,54.47,35.49,Geophysical
2019,2011,181.0,172.68,-43.583,Geophysical
2020,2011,25.0,97.957,24.727,Geophysical
2023,2011,1.0,142.373,38.297,Geophysical
2024,2011,19846.0,142.373,38.297,Geophysical
2030,2011,74.0,99.822,20.687,Geophysical
2031,2011,1.0,99.822,20.687,Geophysical
2034,2011,2.0,63.951,28.777,Geophysical
2035,2011,2.0,141.588,38.276,Geophysical
2038,2011,10.0,-1.672,37.699,Geophysical
2040,2011,3.0,29.103,39.149,Geophysical
2056,2011,13.0,71.41,40.081,Geophysical
2064,2011,1.0,88.155,27.73,Geophysical
2065,2011,7.0,88.155,27.73,Geophysical
2066,2011,112.0,88.155,27.73,Geophysical
2067,2011,7.0,88.155,27.73,Geophysical
2070,2011,3.0,-90.238,14.186,Geophysical
2074,2011,1.0,172.743,-43.564,Geophysical
2075,2011,10.0,97.893,2.965,Geophysical
2076,2011,604.0,43.508,38.721,Geophysical
2090,2011,1.0,-75.966,-14.438,Geophysical
2092,2011,40.0,43.229,38.429,Geophysical
2096,2011,2.0,-99.789,17.986,Geophysical
2101,2011,3.0,127.33,0.8,Geophysical
2110,2012,113.0,123.206,9.999,Geophysical
2120,2012,7.0,93.063,2.327,Geophysical
2122,2012,2.0,-98.231,16.493,Geophysical
2123,2012,1.0,-72.217,-35.2,Geophysical
2126,2012,7.0,11.23,44.89,Geophysical
2128,2012,2.0,70.354,38.612,Geophysical
2130,2012,17.0,11.086,44.851,Geophysical
2131,2012,73.0,69.351,36.023,Geophysical
2145,2012,4.0,100.781,27.767,Geophysical
2147,2012,306.0,46.826,38.329,Geophysical
2155,2012,2.0,-85.315,10.085,Geophysical
2156,2012,81.0,103.983,27.575,Geophysical
2163,2012,1.0,119.593,32.978,Geophysical
2164,2012,6.0,120.096,-1.315,Geophysical
2165,2012,44.0,-91.895,13.988,Geophysical
2167,2012,38.0,95.885,23.005,Geophysical
2169,2012,1.0,126.638,10.811,Geophysical
2180,2012,6.0,59.571,33.506,Geophysical
2191,2013,1.0,95.907,4.927,Geophysical
2192,2013,10.0,165.114,-10.799,Geophysical
2202,2013,37.0,51.593,28.428,Geophysical
2204,2013,41.0,61.996,28.033,Geophysical
2205,2013,198.0,102.888,30.308,Geophysical
2210,2013,3.0,75.863,33.061,Geophysical
2211,2013,18.0,70.22,34.526,Geophysical
2217,2013,4.0,121.141,23.789,Geophysical
2219,2013,48.0,96.665,4.645,Geophysical
2220,2013,95.0,104.262,34.512,Geophysical
2240,2013,3.0,99.3502,28.2425,Geophysical
2244,2013,399.0,65.5009,26.951,Geophysical
2245,2013,230.0,124.1167,9.8796,Geophysical
2246,2013,1.0,-92.1207,14.6056,Geophysical
2250,2013,1.0,95.9709,5.1033,Geophysical
2256,2013,22.0,65.5052,27.1825,Geophysical
2259,2013,8.0,51.31,29.32,Geophysical
2269,2013,1.0,121.215,23.828,Geophysical
2276,2014,32.0,98.392,3.17,Geophysical
2278,2014,1.0,54.4482,27.1502,Geophysical
2281,2014,7.0,112.308,-7.93,Geophysical
2284,2014,6.0,-70.769,-19.61,Geophysical
2287,2014,2.0,-85.8779,11.642,Geophysical
2298,2014,1.0,99.6696,19.6557,Geophysical
2300,2014,3.0,25.3889,40.2893,Geophysical
2303,2014,1.0,-92.4614,14.724,Geophysical
2304,2014,3.0,-92.4614,14.724,Geophysical
2306,2014,731.0,103.4086,27.1891,Geophysical
2308,2014,3.0,-78.322,-0.018,Geophysical
2309,2014,6.0,3.181,36.8561,Geophysical
2310,2014,1.0,26.7048,-26.9899,Geophysical
2311,2014,1.0,-122.3123333,38.2151667,Geophysical
2313,2014,8.0,-71.695,-13.843,Geophysical
2314,2014,63.0,137.48,35.893,Geophysical
2315,2014,1.0,100.4702,23.3834,Geophysical
2316,2014,5.0,101.7374,30.3398,Geophysical
2319,2014,1.0,100.533,23.3577,Geophysical
2331,2015,4.0,84.7314,28.2305,Geophysical
2332,2015,29.0,84.7314,28.2305,Geophysical
2333,2015,78.0,84.7314,28.2305,Geophysical
2334,2015,8831.0,84.731,28.23,Geophysical
2338,2015,1.0,86.0655,27.8087,Geophysical
2339,2015,20.0,86.0655,27.8087,Geophysical
2340,2015,138.0,86.0655,27.8087,Geophysical
2350,2015,24.0,116.541,5.987,Geophysical
2358,2015,3.0,78.1542,37.4593,Geophysical
2371,2015,3.0,28.952,-2.091,Geophysical
2381,2015,19.0,-71.6744,-31.5729,Geophysical
2389,2015,115.0,70.3676,36.5244,Geophysical
2391,2015,280.0,70.3676,36.5244,Geophysical
2396,2015,2.0,72.78,38.211,Geophysical
2403,2015,3.0,71.1263,36.4935,Geophysical
2405,2016,5.0,93.65,24.804,Geophysical
2406,2016,8.0,93.65,24.804,Geophysical
2412,2016,117.0,120.6,22.938,Geophysical
2415,2016,6.0,71.13,36.473,Geophysical
2417,2016,9.0,130.7,32.788,Geophysical
2420,2016,672.0,-79.92,0.382,Geophysical
2421,2016,49.0,130.75,32.791,Geophysical
2425,2016,1.0,-79.62,0.495,Geophysical
2445,2016,4.0,-71.68,-15.64,Geophysical
2446,2016,296.0,13.187,42.723,Geophysical
2447,2016,17.0,31.618,1.036,Geophysical
2448,2016,4.0,31.618,-1.036,Geophysical
2455,2016,1.0,13.043,42.934,Geophysical
2458,2016,4.0,94.569,20.923,Geophysical
2460,2016,2.0,173.064,-42.725,Geophysical
2471,2016,1.0,-70.823,-15.321,Geophysical
2473,2016,104.0,96.108,5.281,Geophysical
2474,2016,1.0,74.047,39.238,Geophysical
2481,2016,2.0,99.539,26.077,Geophysical
2483,2017,29.0,13.227,42.601,Geophysical
2484,2017,8.0,125.452,9.907,Geophysical
2494,2017,1.0,26.371,38.915,Geophysical
2497,2017,3.0,57.204,37.772,Geophysical
2510,2017,3.0,124.619,11.111,Geophysical
2511,2017,2.0,27.414,36.925,Geophysical
2516,2017,29.0,103.855,33.193,Geophysical
2520,2017,98.0,-93.899,15.022,Geophysical
2522,2017,369.0,-98.489,18.55,Geophysical
2526,2017,444.0,45.959,34.911,Geophysical
2527,2017,10.0,45.959,34.911,Geophysical
2540,2017,2.0,50.962,35.649,Geophysical
2541,2017,4.0,108.174,-7.492,Geophysical
2545,2018,2.0,74.71,-15.759,Geophysical
2546,2018,1.0,105.918,-7.196,Geophysical
2549,2018,145.0,142.766,-6.149,Geophysical
2550,2018,84.0,121.658,24.136,Geophysical
2578,2018,5.0,135.64,34.826,Geophysical
2585,2018,14.0,116.491,-8.274,Geophysical
2587,2018,564.0,116.452,-8.287,Geophysical
2589,2018,10.0,116.577,-8.325,Geophysical
2590,2018,2.0,46.277,34.663,Geophysical
2592,2018,11.0,142.62,-6.307,Geophysical
2593,2018,25.0,142.607,-6.294,Geophysical
2597,2018,4140.0,119.846,-0.256,Geophysical
2598,2018,17.0,-73.013,20.034,Geophysical
2608,2019,2.0,-71.423,-30.074,Geophysical
2614,2019,2.0,104.632,29.498,Geophysical
2617,2019,9.0,116.52,-8.418,Geophysical
2618,2019,25.0,120.35,14.99,Geophysical
2625,2019,1.0,-89.272,13.243,Geophysical
2627,2019,2.0,-75.27,-5.812,Geophysical
2630,2019,13.0,104.957,28.405,Geophysical
2637,2019,1.0,49.542,31.775,Geophysical
2640,2019,8.0,128.034,-0.586,Geophysical
2642,2019,9.0,121.986,20.807,Geophysical
2643,2019,6.0,104.791,-7.282,Geophysical
2648,2019,31.0,128.347,-3.45,Geophysical
2649,2019,39.0,73.766,33.106,Geophysical
2652,2019,1.0,28.173,40.89,Geophysical
2653,2019,7.0,125.009,6.714,Geophysical
2656,2019,1.0,105.064,29.573,Geophysical
2657,2019,10.0,124.985,6.754,Geophysical
2659,2019,23.0,125.187,6.905,Geophysical
2660,2019,6.0,47.558,37.808,Geophysical
2661,2019,51.0,19.522,41.511,Geophysical
2667,2019,14.0,125.188,6.708,Geophysical
2673,2020,4.0,-66.883,17.935,Geophysical
2676,2020,41.0,44.367,38.39,Geophysical
2679,2020,9.0,44.447,38.543,Geophysical
2684,2020,1.0,15.966,45.897,Geophysical
2699,2020,4.0,103.281,27.296,Geophysical
2700,2020,1.0,40.697,39.421,Geophysical
2703,2020,10.0,-95.953,15.916,Geophysical
2710,2020,1.0,124.123,12.021,Geophysical
2711,2020,2.0,26.779,37.913,Geophysical
2712,2020,115.0,26.779,37.913,Geophysical
